unit_id,treatment,output,code_number_tokens,code_complexity,code_num_identifiers,code_num_strings,developer_experience,rollout_eligibility,noise_feature,docstring_detail_score,review_flag
6339,0,0,27,1,7,1,2.21,1,-0.8504,0.8708811143587416,1
6340,1,1,35,3,6,1,8.6,0,-0.6864,0.4595374832655165,0
6341,1,1,58,2,10,0,8.01,0,-0.7647,0.33603006267687674,1
6342,1,1,44,2,9,4,7.76,0,-0.058,0.9189232907844581,1
6343,1,0,242,14,26,8,2.91,1,-0.5059,0.25534898768280867,0
6344,1,1,24,2,7,0,3.47,1,2.7504,0.9024716692618129,1
6345,0,0,130,5,26,1,8.68,0,-1.1327,-1.0755467699979255,0
6346,0,0,98,2,13,12,3.58,1,0.1184,0.5262594196153758,0
6347,1,1,121,2,23,7,6.83,0,-0.8981,2.0931927370553707,1
6348,0,1,103,4,15,7,9.38,0,-1.2497,-1.0843558935074742,1
6349,0,0,100,8,12,0,5.24,0,-0.3722,-0.8028492247602688,0
6350,1,0,54,3,10,0,5.47,0,0.8245,1.1641801992650136,0
6351,0,0,108,5,15,1,0.51,1,-0.7986,0.8089128574456184,0
6352,1,1,101,6,15,2,6.92,0,0.8511,1.4352424148947762,0
6353,1,0,190,1,20,0,3.75,0,-1.7259,0.47434673809134587,1
6354,0,1,72,5,12,3,8.98,1,-1.9726,-0.8229237501167701,1
6355,1,1,156,2,25,17,2.49,0,1.0572,2.1539624602240615,0
6356,1,0,120,6,17,4,5.59,1,-0.571,0.41245618778043336,1
6357,0,0,166,6,26,0,3.22,1,0.0957,0.5337979465593214,0
6358,0,0,28,1,9,0,2.68,0,0.2902,-0.634613468440528,0
6359,1,0,48,2,13,1,0.0,0,-1.9175,1.875925438427752,0
6360,1,1,31,1,7,0,4.34,1,0.2458,2.8489812697365293,1
6361,1,0,54,3,10,0,3.74,1,1.2965,-0.17900115338854183,0
6362,1,1,43,3,8,0,5.47,1,0.9282,0.7930587414499968,1
6363,1,1,98,5,18,7,1.4,0,-0.5307,1.555296507987482,1
6364,1,1,50,2,10,0,5.88,1,1.5483,0.32466456399539856,1
6365,0,0,55,2,8,1,4.19,0,0.0158,0.1288144162446064,1
6366,0,0,84,3,14,2,6.97,0,-2.2126,-1.2849260971565255,0
6367,0,1,63,3,12,0,7.73,1,0.3111,-0.7346832997403355,0
6368,0,1,66,1,6,10,7.65,0,0.3532,0.7351071564157792,0
6369,1,0,193,8,33,7,4.13,0,-1.7801,0.0437390852406947,0
6370,0,0,145,5,23,5,5.75,0,0.1145,-0.5954429814806407,0
6371,1,1,118,3,28,0,7.02,1,-0.3584,-0.51650070634807,0
6372,1,1,34,1,7,0,4.7,1,0.4755,1.1934367165472906,1
6373,1,0,46,2,8,0,2.0,0,0.4704,1.0982731686020148,0
6374,1,0,87,5,14,8,1.91,1,0.5263,1.7582182777953304,0
6375,1,0,77,4,10,2,3.7,0,-0.9641,0.08099690795201386,1
6376,0,0,39,1,7,2,8.51,1,0.4938,0.5107461313296938,0
6377,1,1,43,3,10,1,7.07,1,1.0639,3.153066098861091,1
6378,0,0,105,4,14,3,5.43,0,-1.1393,-1.0262690259886715,0
6379,0,1,26,1,7,1,7.05,0,1.0067,-0.5904220951154461,0
6380,1,0,106,7,20,5,2.53,0,0.2353,0.08745279589585153,0
6381,0,0,52,4,6,1,6.78,1,1.542,-0.6479639428256327,1
6382,1,0,42,2,13,0,5.83,1,-0.6275,0.7069826833866895,0
6383,1,0,121,1,23,6,3.73,0,-0.2831,1.1626357184054283,1
6384,1,0,84,3,16,2,0.76,0,0.9034,0.3737088452274973,1
6385,1,1,30,1,7,0,7.77,0,0.0739,0.8075928032068447,1
6386,1,1,27,1,6,0,4.44,1,0.2204,1.4752664352489004,1
6387,1,0,176,6,27,7,2.38,0,0.4088,1.2410763457142115,0
6388,1,1,36,3,5,2,4.52,0,-0.7086,0.5910540857014819,1
6389,1,1,189,13,20,0,4.68,0,1.7102,1.788292830106051,0
6390,0,0,28,2,9,0,3.27,0,0.83,0.9546956307983194,1
6391,1,0,181,1,16,14,5.7,0,0.8787,0.105507838483613,0
6392,0,0,43,2,9,1,6.47,0,0.2399,0.2397739648937669,1
6393,0,0,40,1,12,0,3.09,0,-0.1837,0.8339786570871908,0
6394,0,1,54,1,10,1,4.54,1,0.3661,0.5584812516025514,0
6395,0,0,179,7,37,1,4.48,0,0.2979,-1.515970295511204,0
6396,1,0,27,3,8,0,4.87,0,-0.55,-0.30458551977464743,0
6397,0,1,40,3,9,0,6.73,1,-0.2461,1.1385071895698893,0
6398,1,0,44,2,6,2,3.7,1,0.6843,0.21740748419427147,1
6399,1,1,33,1,7,1,2.88,0,0.4818,1.7716307208801751,1
6400,0,1,30,2,6,0,4.18,0,0.0718,2.1669635220809114,1
6401,1,0,109,7,15,0,3.23,0,1.7834,1.4709588028506357,0
6402,0,1,62,3,10,1,4.4,0,0.1908,-0.940467065726528,1
6403,0,0,40,1,11,0,6.81,0,0.1845,0.044066567672367024,0
6404,0,1,55,3,12,0,4.63,0,-0.3607,0.6256140311581255,0
6405,0,0,42,1,9,0,4.12,1,-0.2415,0.17806038505099966,1
6406,0,0,65,4,13,1,2.99,1,-0.2175,0.34493285315646466,0
6407,0,0,24,2,6,0,5.6,0,1.2023,-0.41333665260778496,1
6408,1,0,227,2,33,0,0.0,0,-0.7022,0.6760060444152524,1
6409,1,1,77,5,15,2,3.58,1,-0.2817,1.8387193465931935,1
6410,0,0,92,4,17,4,5.59,0,1.6558,-0.8078561861364031,1
6411,0,0,67,6,12,1,7.94,1,1.6478,-1.3990786027371545,1
6412,0,0,34,1,6,2,5.74,1,1.6522,-0.276847388822226,0
6413,0,1,53,1,13,1,2.57,1,-0.3066,1.0038557493328513,1
6414,0,1,76,2,13,0,3.18,0,-0.8387,0.9096105131868509,0
6415,1,1,95,3,23,4,6.91,1,-1.8479,2.0125791317151522,1
6416,0,1,111,1,24,4,7.39,0,1.367,0.0033002802936443754,1
6417,1,1,38,2,11,0,0.36,0,-1.4865,1.2263040492909805,1
6418,0,0,151,8,22,5,6.47,1,-0.1132,-0.12283365238122457,0
6419,0,1,62,3,10,0,5.96,0,1.9017,0.800103292192831,1
6420,1,0,77,3,16,0,3.0,0,-1.4577,0.6445060707621266,0
6421,1,0,52,5,5,6,5.08,1,0.4927,0.8348167684267906,0
6422,1,0,142,9,22,3,5.24,0,1.892,0.025953679456966583,0
6423,1,1,60,2,15,2,4.22,0,1.1233,2.3815137475562693,1
6424,1,1,30,2,7,0,4.8,1,0.0408,-1.3116067429740526,1
6425,0,1,43,2,10,0,3.97,0,-1.5512,0.45415465255688114,0
6426,1,0,34,2,9,0,3.16,1,1.2202,0.8570139636730605,0
6427,1,0,40,2,8,1,3.3,1,1.1277,1.4866108886722698,1
6428,0,1,92,4,13,0,4.32,0,-1.3825,-0.6616068306558498,1
6429,0,0,29,2,6,0,5.41,1,0.0275,-0.07061574995453901,1
6430,1,1,123,4,19,5,2.97,0,0.1726,2.1574773429944427,1
6431,0,0,28,1,5,0,5.89,0,-0.2455,1.0410194587240593,0
6432,0,0,32,1,8,1,6.79,0,-1.803,0.20975868778042298,0
6433,1,1,82,2,17,4,8.13,0,-0.6759,1.2129127473750427,1
6434,0,0,50,2,7,2,4.79,1,-0.2822,-0.4997837022987569,0
6435,0,1,34,3,8,1,6.68,0,-2.1662,0.8801411856611152,1
6436,1,0,41,1,11,1,3.79,1,-0.294,2.1082083772086433,1
6437,0,1,162,3,27,1,5.51,0,1.0897,-0.4855927022533337,0
6438,0,0,52,3,11,0,1.11,1,0.8701,1.0406031880764823,0
6439,0,1,22,2,4,0,7.79,0,0.8246,-1.4409258451585973,1
6440,1,0,27,1,7,0,1.93,1,0.0452,0.5065646605936073,0
6441,0,0,164,12,18,8,4.22,0,1.2251,-0.4826537264843056,0
6442,1,1,33,2,8,0,4.79,0,0.816,2.221658855735436,1
6443,1,0,218,2,26,0,6.97,0,-1.421,1.2010046007843673,1
6444,0,0,47,2,12,1,5.26,0,-0.6779,-0.7316536624996216,0
6445,0,0,43,1,14,0,7.03,0,-0.1247,1.537638437672805,0
6446,1,0,52,1,6,9,3.35,0,0.4782,0.6346269832520472,0
6447,1,0,56,3,7,5,3.97,1,0.0381,1.227781743800883,0
6448,0,1,54,1,10,7,5.07,0,1.802,0.19085399383798446,1
6449,0,0,46,2,8,1,4.05,1,1.5124,-0.05212565230096375,0
6450,0,0,93,3,20,4,5.75,0,0.218,-0.7171267826693797,0
6451,0,1,34,1,8,0,5.24,1,0.6275,1.7089768285825748,1
6452,1,0,120,8,18,3,2.82,0,-0.7778,1.174188905544389,1
6453,0,0,37,3,5,1,4.38,0,0.1631,1.1470652675908795,0
6454,1,0,66,4,12,1,2.89,1,-0.2227,-0.13433254838856745,0
6455,1,0,28,2,6,0,5.14,0,-0.2266,-0.8586434290541067,1
6456,1,0,195,7,26,6,4.09,0,-2.4887,0.022970042030000304,0
6457,1,1,224,1,18,26,5.59,0,0.1456,2.6833612442495784,1
6458,1,1,160,5,22,8,1.7,1,-0.4076,1.9674389677821817,1
6459,1,1,75,1,16,5,5.9,1,0.4315,1.7076841611432307,1
6460,1,0,140,5,26,7,6.46,1,2.5403,-0.45760339495589064,0
6461,1,0,34,3,6,2,1.04,1,-1.8355,0.09810975537716815,0
6462,1,0,256,18,23,1,4.17,0,1.0965,0.7110631652800469,1
6463,1,1,176,7,30,1,5.15,1,0.4558,2.075802095754894,1
6464,1,0,89,5,15,8,1.68,0,0.2262,1.6345982646513906,1
6465,0,0,77,1,15,9,2.21,1,-2.0474,-0.9880859154344594,0
6466,1,1,27,1,6,0,3.42,1,0.6939,1.2362466136296195,0
6467,0,0,96,5,16,0,4.55,0,0.4806,-1.06261091891022,0
6468,0,0,170,9,28,9,8.57,1,1.3606,-1.0294623794499747,0
6469,0,0,131,3,26,1,2.18,1,0.6887,0.3696276562175426,1
6470,0,1,49,1,10,0,7.96,1,-0.0303,1.086967239016117,1
6471,0,0,39,3,5,1,7.34,0,-0.8599,1.0734061622095001,0
6472,1,0,77,4,11,2,5.88,0,-1.5481,0.6636551900891963,1
6473,1,0,160,11,23,5,6.39,1,-0.3858,0.42198575335026484,1
6474,0,0,66,3,14,3,4.56,0,1.6787,1.9532786062458225,0
6475,1,0,132,5,19,4,5.95,1,-0.2357,-0.8328066834055217,0
6476,1,1,62,1,15,0,4.31,0,1.524,2.295459487625866,1
6477,0,0,41,2,10,1,10.83,1,-1.6818,-0.7547317082628002,0
6478,1,0,36,2,8,0,0.5,0,-1.3238,0.9732579192700991,1
6479,0,1,29,1,6,0,1.69,0,-1.2329,-0.26539203823377305,1
6480,0,1,70,3,16,4,5.91,1,-0.2016,-0.3752819214992361,0
6481,0,0,99,3,19,3,5.83,0,0.2212,0.19987433905242252,1
6482,0,1,59,2,11,3,3.88,1,-0.6575,0.08863886914680066,1
6483,1,0,99,6,15,5,8.45,0,0.1647,0.4705758308610081,1
6484,0,0,61,3,12,0,2.28,0,2.6595,-0.0627820883192642,1
6485,1,1,112,6,17,11,8.43,0,0.3841,1.8410045959580779,1
6486,1,0,205,9,37,3,3.15,0,0.3653,1.9066376027296663,0
6487,0,1,70,1,11,6,6.39,0,0.8892,0.9378623842789602,0
6488,0,1,46,2,9,5,5.63,0,1.4157,0.9056174075466399,0
6489,1,1,30,1,6,1,5.18,1,0.1329,0.2753638259669443,1
6490,1,1,103,1,14,4,6.19,1,-0.608,1.9235101011392068,0
6491,1,1,69,5,11,0,4.47,1,-0.3608,1.095454213638301,1
6492,1,1,97,2,13,0,5.86,0,1.6398,1.349155001180137,1
6493,0,0,66,3,11,6,4.99,0,-1.4673,-1.212896171189061,0
6494,0,0,54,2,8,0,2.35,1,-0.1571,0.8735665794720242,1
6495,1,1,60,2,11,0,0.96,1,-0.1354,2.2754627046684,0
6496,1,1,81,7,7,6,4.19,1,2.5609,-0.43072930821856836,1
6497,1,1,32,1,9,0,2.58,1,0.5123,1.3813011960325583,1
6498,1,1,126,3,30,0,6.4,1,-1.3013,0.2099290511201437,1
6499,0,1,51,2,12,1,6.83,0,1.9111,-0.18400542592735755,0
6500,1,1,72,2,21,0,3.64,0,0.7707,-0.05954264787946051,0
6501,1,0,40,2,6,4,4.74,1,-0.2726,0.41884046468819325,1
6502,1,1,59,3,12,0,3.21,1,-0.0973,0.3889133744460144,0
6503,0,0,150,8,23,7,5.78,1,1.5253,-0.11826318163163685,0
6504,0,1,45,3,11,0,4.79,1,-2.5682,0.6082453094375874,0
6505,0,1,106,5,19,4,6.83,0,-1.1085,0.7312840231882078,1
6506,0,0,76,3,16,3,4.0,1,-0.2117,-0.6582925247360731,0
6507,1,0,159,7,13,7,4.18,0,-0.6323,0.7412983720863187,1
6508,0,1,69,3,15,0,4.94,0,-1.2397,-1.0806079052602604,0
6509,1,1,110,2,16,5,4.09,0,-1.7232,0.5128248533125215,0
6510,1,0,68,2,16,1,4.33,0,1.6252,0.7662813401820727,1
6511,0,0,26,2,5,0,4.02,0,0.4829,-0.9039758586404129,0
6512,1,1,78,4,17,3,5.57,1,-0.3354,1.3685399819636936,1
6513,1,1,29,1,8,0,5.01,1,-0.5257,0.6109366339746545,1
6514,0,0,98,4,15,1,9.42,1,0.6265,0.08135902280579865,0
6515,1,0,32,5,8,0,2.27,0,-1.55,1.3745570344994809,0
6516,1,0,32,2,8,1,2.18,0,0.1623,0.42262564706669337,1
6517,0,1,41,2,9,1,6.96,0,1.4443,0.4488555579601051,0
6518,0,0,70,5,12,0,5.39,0,1.8194,1.0433578629773763,0
6519,1,1,48,2,10,2,4.44,1,1.5502,1.8046931154348396,0
6520,1,1,50,1,6,9,6.99,0,0.3123,0.48699713900732333,1
6521,1,1,202,11,36,2,6.84,0,-1.2114,-0.7960296689934798,0
6522,1,0,195,7,26,3,3.66,1,-2.3261,-0.3106118262727946,0
6523,0,1,57,3,12,2,5.67,0,1.4747,-1.5367791001253608,0
6524,0,0,32,1,5,4,5.7,0,0.2271,0.5497119858015609,0
6525,0,1,176,6,23,23,3.77,1,-1.1608,0.35335886552798396,1
6526,1,1,118,6,22,0,6.14,1,-0.8371,1.302376055726074,1
6527,0,0,31,1,6,0,7.29,0,-0.1579,-1.1980467224167712,1
6528,0,0,74,3,16,3,5.75,0,0.1705,-0.4943038388758112,0
6529,1,0,144,6,23,7,0.34,0,1.254,1.659097585043199,0
6530,0,0,88,4,16,3,7.55,0,-0.1826,0.3148814750058455,1
6531,0,0,77,4,15,3,5.23,1,-1.7995,0.32287547078837886,1
6532,0,1,78,5,10,0,5.83,1,1.2387,2.666216140863361,0
6533,1,1,43,3,8,0,0.4,0,-0.3357,1.187166783432911,1
6534,0,1,37,2,5,2,6.48,0,0.7021,-1.7621562668586965,0
6535,0,0,64,3,13,0,5.24,0,1.2478,-1.180991378520098,0
6536,1,1,49,2,6,0,5.43,1,0.6365,0.8784981529804908,1
6537,1,0,175,4,11,4,2.56,1,-0.3184,0.8708899699083068,0
6538,1,0,27,1,6,0,0.0,0,-0.6279,0.9900902911697161,0
6539,1,1,111,6,15,2,6.61,0,0.7202,0.7581283323060564,1
6540,0,0,128,5,23,1,3.92,1,0.7601,-0.705814647904866,0
6541,1,1,40,2,8,0,4.94,1,0.6105,0.8023917626925453,1
6542,1,1,260,10,37,1,0.44,1,0.0917,1.3624671002567914,1
6543,0,1,33,1,8,0,4.75,0,0.1182,1.4848029667244678,1
6544,1,0,62,3,9,1,3.77,1,-0.4366,2.385928876224623,0
6545,0,0,144,1,32,9,4.9,1,-1.5416,-0.7965546659469822,1
6546,0,0,41,3,7,5,6.42,1,0.5639,-0.3162516665175149,1
6547,1,0,249,13,22,15,4.91,1,-2.2683,-0.210518639551724,1
6548,1,0,63,3,15,2,6.25,0,0.7516,0.9734670871175608,1
6549,1,0,42,1,9,1,4.65,1,-0.7795,1.0288449976477687,0
6550,0,0,128,4,24,5,7.89,1,0.1305,-0.15728164038735676,0
6551,1,0,79,5,14,1,3.71,0,0.6599,1.689327018792814,0
6552,1,1,100,4,18,0,4.94,0,0.4457,0.5097829649411294,1
6553,0,0,59,1,13,1,4.85,0,-0.2307,0.1002439138811711,0
6554,0,1,40,2,8,1,6.13,1,-0.1388,0.2626792010814951,1
6555,1,0,135,8,19,1,4.32,1,0.7092,0.9909069082231874,0
6556,0,0,74,2,13,4,2.64,1,-0.5648,1.1638985713206784,0
6557,1,1,36,2,7,0,4.97,1,-0.2851,1.9737985314950868,0
6558,1,0,203,12,27,6,6.27,1,-0.6143,-1.1805577888902339,0
6559,1,0,41,4,7,1,6.11,1,0.0587,0.8867201733495136,0
6560,1,1,177,6,32,5,5.47,1,0.7135,0.5056650350660037,1
6561,1,1,81,3,18,4,5.72,1,-1.6967,0.3572206188420051,1
6562,0,1,70,1,17,0,10.32,0,-0.901,0.4437297986454153,0
6563,0,0,155,7,22,4,7.53,0,-0.7319,0.6906379118487722,1
6564,0,1,68,1,8,0,5.93,0,-1.1324,-0.14572703389333452,1
6565,0,1,187,5,39,3,5.2,0,1.1019,1.1732486224018848,1
6566,0,1,49,1,10,0,3.94,0,-0.6988,-1.0790644185334068,1
6567,1,1,167,5,24,11,3.31,0,0.2316,0.8671593641038524,1
6568,1,1,82,2,14,5,2.66,1,0.0709,-0.11117336065360595,1
6569,1,1,97,6,12,8,0.75,1,-0.416,0.13950773001818728,0
6570,0,0,26,3,5,1,2.77,1,1.4916,0.4015190581407368,1
6571,1,1,64,3,13,2,4.11,1,-0.356,0.47493533832318185,1
6572,1,0,34,4,9,0,2.99,1,-0.6432,-1.6307926863612832,1
6573,1,0,42,1,8,0,1.82,1,0.6934,2.074352910947666,0
6574,1,1,41,2,8,0,2.42,1,-1.8123,1.3885754691107752,0
6575,0,0,185,7,31,5,7.33,0,0.2594,-0.5081255112792057,0
6576,0,0,46,1,12,2,6.41,1,0.28,-0.28884885842526964,1
6577,1,1,53,2,9,2,6.41,1,-0.189,0.4337765828973831,1
6578,1,1,51,1,13,4,5.57,0,0.0783,-0.6336318887191636,1
6579,0,1,69,1,13,4,4.67,1,-0.1984,0.7365154326188066,1
6580,0,0,82,3,11,6,2.4,0,0.0592,0.3754722956519674,0
6581,1,1,48,3,9,2,3.05,0,-0.1767,1.9725376744597234,1
6582,0,0,117,7,21,4,4.17,0,-0.9879,-0.19591626248472627,0
6583,1,1,221,1,31,0,2.8,0,-0.9209,1.855901862798755,0
6584,0,0,46,1,13,2,4.79,0,-0.2055,0.6597510101546298,0
6585,1,1,44,2,9,0,5.1,1,0.432,1.3703335308412097,0
6586,1,0,49,2,8,2,1.53,0,0.4465,0.10396484544961238,0
6587,1,1,66,1,16,1,7.2,1,-0.3822,2.1552859789288767,0
6588,1,1,267,8,20,22,2.32,0,1.7122,0.14773704532415666,1
6589,1,1,43,3,9,0,4.97,1,1.0328,0.5023467767244446,1
6590,1,1,160,5,24,4,1.24,0,0.6497,1.274435593432158,1
6591,1,1,27,3,5,0,7.42,1,-0.8592,1.9230094208378228,1
6592,0,0,39,1,10,0,7.3,1,0.6615,-1.745463502320618,0
6593,1,1,93,2,19,4,7.07,0,-1.0646,0.82213434483971,1
6594,0,0,128,6,24,3,3.72,0,-1.0127,-0.5237374510468488,0
6595,0,0,27,1,8,0,5.9,0,-0.2394,1.0607876768461897,0
6596,1,1,173,6,21,19,4.51,1,-1.2516,-0.899515238317919,1
6597,1,0,27,3,7,0,5.0,1,-0.2464,-1.6957037644244772,0
6598,1,0,236,11,25,26,4.54,0,0.2119,1.0636666217937627,1
6599,1,1,59,2,14,3,1.95,1,-0.4684,1.4697574626927168,1
6600,1,0,53,5,10,1,4.02,1,-0.653,-1.0322533818122273,1
6601,1,1,99,4,12,5,5.71,1,-0.938,0.42959388475798904,1
6602,0,1,135,5,31,4,7.16,0,1.8953,1.080522086596986,0
6603,0,1,36,3,8,1,4.27,0,-0.6748,-0.9337981155251844,0
6604,1,1,61,4,12,4,5.1,0,1.5274,0.707991571617505,1
6605,1,1,195,7,25,26,5.3,0,0.8857,0.9251300764286392,1
6606,0,1,96,1,10,0,1.17,0,0.6171,-0.2588929623837545,1
6607,1,0,54,2,11,1,5.26,1,2.1418,0.21565849272283677,1
6608,0,0,32,1,6,1,5.24,1,0.1128,-1.4824854547076134,0
6609,1,1,86,2,17,2,0.0,1,-1.5157,0.9272466964290893,1
6610,0,1,200,6,26,2,6.5,0,0.2776,-0.4857643121163621,0
6611,0,0,26,2,7,0,10.93,0,0.6061,-0.09783284055361893,0
6612,1,1,52,2,9,1,4.81,1,0.9935,1.239948827789787,0
6613,0,0,30,1,6,1,3.1,0,0.0648,1.5692968654624981,0
6614,1,1,102,3,23,4,4.72,0,0.1672,3.280706815164926,1
6615,0,0,39,2,9,1,5.83,0,-0.1751,0.29431860006316723,0
6616,0,0,35,4,7,0,6.38,0,-0.1019,-0.033965710934895144,0
6617,1,1,45,1,5,6,5.34,1,1.4789,0.7299133034639191,0
6618,1,0,104,2,22,2,2.08,1,-1.5452,0.05823063361219216,1
6619,0,0,49,1,8,2,6.79,0,-0.0987,0.2287073891469205,0
6620,1,1,52,3,9,1,7.34,0,0.8045,0.20202420953734168,1
6621,0,1,114,1,19,16,4.12,0,-0.0435,0.21926874764928347,0
6622,1,1,96,5,15,0,4.41,0,-0.3402,-0.1227226000735071,1
6623,1,0,101,11,16,0,1.21,1,-2.3556,-0.22736959148723934,1
6624,1,0,57,5,16,2,3.22,1,0.5839,1.1329730707873322,1
6625,1,0,88,3,22,2,5.13,0,-0.8045,0.5306777402807317,1
6626,1,0,134,7,25,3,3.91,1,1.7184,-1.1155319327240112,1
6627,0,1,25,1,7,0,7.1,0,-1.0224,0.41356122680073804,0
6628,0,1,101,2,23,5,4.58,0,-0.7704,-0.84004370156033,0
6629,0,0,39,4,9,0,4.53,1,-2.5146,1.0010423068651997,0
6630,0,1,39,2,7,4,3.86,1,-0.0903,0.7089775679772825,1
6631,1,1,238,5,38,9,7.54,0,0.0281,-1.3006807275683065,1
6632,1,1,25,2,6,0,6.7,0,0.8979,1.4059661177046052,1
6633,1,0,27,1,8,2,4.57,1,-2.3393,1.8639385871183198,0
6634,1,1,76,3,13,4,5.42,0,-0.2354,-0.42591890973529,1
6635,0,0,73,6,14,0,8.31,0,-0.8901,0.26147896247350466,0
6636,1,0,67,4,9,5,1.05,0,-0.6989,-0.5274707623831427,1
6637,1,1,23,1,5,0,5.39,1,0.7205,1.5864861314358758,0
6638,0,0,43,2,10,2,4.72,1,-0.0721,-0.6175403776138579,0
6639,0,0,58,2,11,2,5.9,0,-1.7701,-1.151635807609121,1
6640,1,1,76,3,17,2,6.23,1,2.409,2.752018748078778,1
6641,1,0,291,12,31,2,3.52,0,1.3713,-1.127701021682279,0
6642,1,0,204,8,21,2,2.45,1,-1.1874,1.0469096536133407,0
6643,1,1,276,4,41,0,4.02,0,0.2459,0.5313540857263845,1
6644,1,1,33,4,7,0,7.77,1,-1.1302,1.3410009392399496,1
6645,1,1,138,7,18,11,4.53,1,0.5182,1.0777853496876886,0
6646,0,1,74,1,11,1,6.44,0,-0.4708,0.243296624538572,0
6647,0,1,66,1,11,12,7.73,1,0.9947,0.7716609726229613,0
6648,1,1,39,2,8,3,4.68,0,-1.3834,1.029622399350963,0
6649,1,1,42,3,7,4,1.62,0,-1.1193,-0.2829795351778961,0
6650,1,1,58,4,13,0,4.95,0,-0.9258,1.0016793761178069,1
6651,0,1,61,3,13,2,6.09,1,-2.5854,0.017647175393449316,0
6652,1,0,142,10,20,4,4.9,0,1.0937,-0.18736775684969853,1
6653,0,0,67,3,10,1,7.51,0,0.6023,1.8490440035496456,0
6654,0,1,33,2,7,1,3.59,0,1.5406,0.7455505849099557,1
6655,1,0,86,3,18,3,2.25,1,-2.2762,3.148613908792579,1
6656,0,0,60,1,20,0,1.04,0,0.6624,0.7821553842936964,0
6657,1,1,58,1,11,0,6.15,0,-0.1976,0.46485420376735753,1
6658,0,0,43,4,8,3,2.83,0,-1.5397,0.6606418390768132,0
6659,1,0,142,7,20,1,6.08,0,-0.7418,0.6408683977023606,0
6660,1,0,31,1,6,0,2.95,1,-2.5089,1.074200240095017,0
6661,1,1,24,1,7,1,4.97,0,-1.3976,-0.3070826801223856,1
6662,1,1,125,6,15,8,7.82,1,-0.9568,2.0448010044258003,1
6663,0,1,57,7,10,3,5.3,0,-0.8398,0.48240882120976286,1
6664,0,0,38,4,4,2,4.81,0,0.8601,-0.2578903961200658,1
6665,1,1,61,5,11,1,6.83,0,-1.1991,0.44517119761592827,1
6666,1,0,89,4,11,1,6.45,0,-0.4104,0.8777850855682151,1
6667,1,0,86,6,12,1,0.87,1,0.6093,0.1292368006802299,0
6668,0,0,157,2,21,0,4.9,0,0.0811,1.2695791140399821,0
6669,1,0,80,1,16,4,4.57,0,0.7033,1.507264829947065,1
6670,1,1,80,3,13,4,2.0,0,-1.3263,1.1237471065559765,1
6671,0,0,96,3,18,4,8.03,0,-0.6112,-1.2563571770173745,0
6672,1,1,264,15,28,31,0.0,0,0.7407,-0.2875084911385424,1
6673,0,0,73,1,17,1,6.56,0,-1.8093,-0.4278837752495801,0
6674,1,0,48,4,8,0,0.95,1,-0.8413,0.005268155512020756,1
6675,0,1,53,3,12,1,7.98,0,0.8943,0.4866559654464604,1
6676,0,1,44,2,7,1,8.83,1,-0.0699,0.25730393524697376,0
6677,0,0,37,1,10,0,3.48,1,-0.3659,-1.3777375149448472,1
6678,1,0,34,2,9,0,2.92,1,-1.3617,1.782685977081355,1
6679,1,0,78,5,17,0,3.71,0,0.1287,-0.7399657389666339,0
6680,0,1,37,1,7,0,6.62,0,1.2502,0.7843012759809642,1
6681,1,0,50,2,7,2,7.46,1,-0.8904,1.9532673041306856,0
6682,1,0,92,3,11,7,2.69,1,-0.7769,0.7328060705855224,1
6683,1,1,64,1,11,3,5.84,0,0.1042,0.6829366860219382,1
6684,1,0,91,3,10,1,2.69,1,0.3489,0.2833520855137375,1
6685,1,1,40,3,10,1,5.73,1,1.092,1.0596478681147565,1
6686,1,1,31,2,9,0,5.68,0,0.2768,0.7649176987455666,1
6687,1,1,264,4,33,12,0.0,1,-0.7357,1.926863716827072,0
6688,1,1,132,4,21,3,3.13,0,-1.4379,0.642917299507745,1
6689,0,0,106,3,25,2,7.88,0,1.2256,0.4204912297958521,0
6690,1,0,234,14,19,0,3.86,1,0.2172,-0.7265851597475748,0
6691,1,0,224,11,44,11,4.34,1,0.173,0.45020781100817026,1
6692,1,0,34,1,10,0,3.96,0,-1.5044,-0.11601086507328795,1
6693,0,1,33,2,6,2,4.27,1,0.3564,0.9502258722966077,0
6694,1,1,97,4,16,0,0.0,1,1.0615,-0.2008666991652348,0
6695,1,0,242,4,46,9,3.54,1,0.2534,-0.08045500972878672,0
6696,0,1,59,1,15,2,7.63,0,-0.4348,-1.2370525512921746,0
6697,1,0,161,7,20,6,2.43,1,1.7808,0.9198319303386121,1
6698,0,0,76,1,15,0,2.09,1,1.197,-0.011418343621042992,1
6699,0,0,37,2,10,0,9.09,1,2.1622,0.5135088479018941,0
6700,0,1,41,1,11,1,9.69,0,-0.3931,-0.8449323013504003,1
6701,1,0,154,8,25,3,4.79,1,0.5031,0.7770972598041881,1
6702,1,1,26,1,8,0,5.79,1,1.0797,1.7876198100690321,1
6703,0,1,25,2,7,0,4.82,0,-0.5465,0.2322402628972353,1
6704,0,0,51,1,10,5,5.24,1,-0.4255,0.025595813327665425,0
6705,1,1,71,4,10,0,6.31,1,-1.5776,0.6061962601559437,1
6706,1,0,134,8,10,10,5.91,0,-1.4675,0.048181319985481585,1
6707,0,0,31,1,8,0,4.13,0,1.1186,-0.9573536457052596,1
6708,1,1,40,2,7,0,2.83,1,2.5806,0.9711166767889339,1
